name,price,speed,first_word_latency,cas_latency,num_sticks,ram_size_per_stick,DDR,total_ram
Kingston FURY Renegade 32 GB,286.42,7600,10.0,38.0,2.0,16.0,5,32.0
Kingston FURY Beast 8 GB,63.12,3200,10.0,16.0,2.0,4.0,4,8.0
Kingston FURY 32 GB,126.76,5600,14.286,40.0,1.0,32.0,5,32.0
Timetec 75TT21NU 8 GB,32.99,2133,14.065,15.0,2.0,4.0,4,8.0
VisionTek OCPC PISTA RGB 32 GB,319.99,5200,13.846,36.0,2.0,16.0,5,32.0
G.Skill Ripjaws 32 GB,102.99,4800,14.167,34.0,2.0,16.0,5,32.0
TEAMGROUP Elite 16 GB,30.99,2666,14.254,19.0,1.0,16.0,4,16.0
Crucial CT2K16G52C42S5 32 GB,103.99,5200,16.154,42.0,2.0,16.0,5,32.0
Mushkin Redline 16 GB,84.99,3600,7.778,14.0,2.0,8.0,4,16.0
G.Skill Flare X 32 GB,191.68,3200,8.75,14.0,4.0,8.0,4,32.0
Kingston FURY Renegade 48 GB,199.99,6400,10.0,32.0,2.0,24.0,5,48.0
Crucial CT2K16G4DFRA266 32 GB,69.98,2666,14.254,19.0,2.0,16.0,4,32.0
Lexar Ares OC 32 GB,122.01,5200,14.615,38.0,2.0,16.0,5,32.0
PNY XLR8 Gaming EPIC-X RGB 16 GB,69.99,4000,9.0,18.0,2.0,8.0,4,16.0
G.Skill Trident Z RGB 16 GB,229.0,4400,8.182,18.0,2.0,8.0,4,16.0
Kingston Fury Renegade RGB 32 GB,92.99,3600,10.0,18.0,1.0,32.0,4,32.0
Crucial CT8G4DFD824A 8 GB,22.0,2400,14.167,17.0,1.0,8.0,4,8.0
TEAMGROUP T-Force Vulcan 32 GB,116.83,6000,12.667,38.0,1.0,32.0,5,32.0
Corsair Dominator Platinum RGB 32 GB,124.99,3466,9.233,16.0,2.0,16.0,4,32.0
G.Skill Trident Z5 RGB 32 GB,113.99,5600,12.857,36.0,2.0,16.0,5,32.0
Corsair Dominator Platinum RGB 32 GB,159.99,5600,12.857,36.0,2.0,16.0,5,32.0
Corsair Dominator Platinum RGB 32 GB,129.99,3600,10.0,18.0,2.0,16.0,4,32.0
G.Skill Trident Z5 RGB 32 GB,132.83,6000,13.333,40.0,2.0,16.0,5,32.0
G.Skill Aegis 64 GB,169.0,2400,12.5,15.0,4.0,16.0,4,64.0
Corsair Vengeance LPX 32 GB,859.99,4133,9.194,19.0,2.0,16.0,4,32.0
Corsair Vengeance RGB RT 32 GB,99.99,3200,10.0,16.0,2.0,16.0,4,32.0
Kingston FURY Beast 32 GB,102.98,2666,12.003,16.0,4.0,8.0,4,32.0
Kingston FURY Renegade 32 GB,129.49,6000,10.667,32.0,1.0,32.0,5,32.0
G.Skill Trident Z Royal Elite 64 GB,277.28,4266,8.908,19.0,2.0,32.0,4,64.0
Corsair Vengeance RGB Pro 16 GB,69.98,3200,10.0,16.0,2.0,8.0,4,16.0
ADATA XPG GAMMIX D10 16 GB,78.84,3600,10.0,18.0,2.0,8.0,4,16.0
G.Skill Flare X 16 GB,45.09,2400,12.5,15.0,2.0,8.0,4,16.0
Corsair Vengeance Performance 32 GB,66.99,2666,13.503,18.0,2.0,16.0,4,32.0
Mushkin Redline Lumina White 32 GB,129.99,6000,10.0,30.0,2.0,16.0,5,32.0
TEAMGROUP T-Create Classic 32 GB,91.99,5600,16.429,46.0,1.0,32.0,5,32.0
Corsair Vengeance LPX 32 GB,159.99,4000,9.5,19.0,4.0,8.0,4,32.0
G.Skill Trident Z5 RGB 64 GB,214.99,6000,10.0,30.0,2.0,32.0,5,64.0
Corsair Vengeance RGB RT 32 GB,99.99,3600,10.0,18.0,2.0,16.0,4,32.0
Corsair Vengeance RGB Pro SL 64 GB,186.25,3200,10.0,16.0,4.0,16.0,4,64.0
Corsair Vengeance LPX 64 GB,154.99,3000,10.667,16.0,4.0,16.0,4,64.0
Corsair Vengeance RGB Pro SL 64 GB,189.99,3200,10.0,16.0,4.0,16.0,4,64.0
G.Skill Trident Z RGB 64 GB,263.05,3600,9.444,17.0,4.0,16.0,4,64.0
Corsair Vengeance RGB 32 GB,127.99,6000,12.0,36.0,2.0,16.0,5,32.0
G.Skill Ripjaws V 16 GB,222.0,3000,10.0,15.0,2.0,8.0,4,16.0
G.Skill Ripjaws 32 GB,89.99,4800,16.667,40.0,2.0,16.0,5,32.0
Crucial CT16G4DFRA266 16 GB,35.99,2666,14.254,19.0,1.0,16.0,4,16.0
G.Skill Ripjaws S5 32 GB,106.99,6000,10.667,32.0,2.0,16.0,5,32.0
Thermaltake TOUGHRAM XG RGB 16 GB,125.38,4400,8.636,19.0,2.0,8.0,4,16.0
Timetec 75TT36NU2R8-16GK2 32 GB,105.99,3600,10.0,18.0,2.0,16.0,4,32.0
Kingston FURY Renegade 16 GB,122.9,7200,10.556,38.0,1.0,16.0,5,16.0
G.Skill Ripjaws V 8 GB,22.99,2400,14.167,17.0,1.0,8.0,4,8.0
Kingston FURY Impact 16 GB,41.99,3200,12.5,20.0,2.0,8.0,4,16.0
Crucial CT2K32G52C42S5 64 GB,219.99,5200,16.154,42.0,2.0,32.0,5,64.0
Crucial CT48G56C46S5 48 GB,159.85,5600,16.429,46.0,1.0,48.0,5,48.0
G.Skill Trident Z RGB 32 GB,1321.79,3200,8.75,14.0,4.0,8.0,4,32.0
G.Skill Ripjaws S5 64 GB,197.99,5600,10.714,30.0,2.0,32.0,5,64.0
Kingston FURY Renegade 64 GB,239.99,6000,10.667,32.0,2.0,32.0,5,64.0
G.Skill Ripjaws V 16 GB,45.84,2400,12.5,15.0,2.0,8.0,4,16.0
G.Skill Trident Z RGB 16 GB,54.99,2666,13.503,18.0,2.0,8.0,4,16.0
ADATA XPG CASTER RGB 16 GB,291.64,6400,12.5,40.0,1.0,16.0,5,16.0
Corsair Vengeance RGB Pro 16 GB,64.98,3200,10.0,16.0,2.0,8.0,4,16.0
G.Skill Trident Z Royal 64 GB,225.92,4000,9.0,18.0,2.0,32.0,4,64.0
Patriot Viper 4 Blackout 16 GB,149.19,4400,8.182,18.0,2.0,8.0,4,16.0
Corsair Vengeance LPX 32 GB,79.98,2666,12.003,16.0,2.0,16.0,4,32.0
Corsair Vengeance LPX 16 GB,114.99,3200,10.0,16.0,2.0,8.0,4,16.0
Corsair Dominator Platinum RGB 32 GB,144.99,4000,9.5,19.0,2.0,16.0,4,32.0
Corsair Vengeance LPX 16 GB,84.99,4000,9.0,18.0,2.0,8.0,4,16.0
G.Skill Ripjaws 4 8 GB,31.72,2400,12.5,15.0,2.0,4.0,4,8.0
Corsair Vengeance LPX 8 GB,24.99,2666,12.003,16.0,1.0,8.0,4,8.0
Corsair Vengeance RGB 32 GB,296.7,3466,9.233,16.0,4.0,8.0,4,32.0
Timetec PINNACLE Konduit RGB 16 GB,44.55,3200,10.0,16.0,1.0,16.0,4,16.0
G.Skill Aegis 8 GB,22.46,2400,12.5,15.0,1.0,8.0,4,8.0
Kingston KCP421ND8/16 16 GB,33.4,2133,14.065,15.0,1.0,16.0,4,16.0
Corsair Dominator Platinum RGB 32 GB,159.99,3200,10.0,16.0,4.0,8.0,4,32.0
G.Skill Trident Z Royal Elite 16 GB,109.99,3600,8.889,16.0,2.0,8.0,4,16.0
Thermaltake TOUGHRAM XG RGB 64 GB,539.99,3600,10.0,18.0,2.0,32.0,4,64.0
G.Skill Ripjaws 16 GB,34.99,2400,13.333,16.0,2.0,8.0,4,16.0
Crucial CT8G4SFS824A 8 GB,19.98,2400,14.167,17.0,1.0,8.0,4,8.0
Corsair Vengeance RGB RT 64 GB,199.99,3600,10.0,18.0,4.0,16.0,4,64.0
G.Skill Trident Z RGB 16 GB,79.98,3600,9.444,17.0,2.0,8.0,4,16.0
TEAMGROUP T-Force Vulcan Z 16 GB,49.99,4000,9.0,18.0,2.0,8.0,4,16.0
G.Skill Trident Z RGB 16 GB,169.99,4600,7.826,18.0,2.0,8.0,4,16.0
G.Skill Trident Z Royal 16 GB,89.99,3600,8.889,16.0,2.0,8.0,4,16.0
TEAMGROUP T-Create Classic 64 GB,119.99,3200,13.75,22.0,2.0,32.0,4,64.0
Kingston FURY Beast 8 GB,31.29,3733,10.179,19.0,1.0,8.0,4,8.0
Mushkin Enhanced Essentials 64 GB,112.04,2933,14.32,21.0,2.0,32.0,4,64.0
Mushkin Redline Lumina White 32 GB,117.98,6800,10.0,34.0,2.0,16.0,5,32.0
G.Skill Trident Z RGB 32 GB,379.0,3600,9.444,17.0,4.0,8.0,4,32.0
G.Skill Trident Z5 32 GB,136.57,6000,13.333,40.0,2.0,16.0,5,32.0
Gigabyte DESIGNARE 64 GB,221.9,3200,10.0,16.0,2.0,32.0,4,64.0
ADATA AD5U480016G-DT 32 GB,136.0,4800,16.667,40.0,2.0,16.0,5,32.0
OLOy Blade RGB 32 GB,154.99,7600,9.474,36.0,2.0,16.0,5,32.0
Corsair Vengeance LPX 32 GB,250.3,2666,12.003,16.0,2.0,16.0,4,32.0
TEAMGROUP T-Force Xtreem ARGB 32 GB,106.6,3200,10.0,16.0,2.0,16.0,4,32.0
Kingston FURY Beast RGB 32 GB,90.75,3200,10.0,16.0,1.0,32.0,4,32.0
Crucial CT32G48C40S5 32 GB,87.25,4800,16.667,40.0,1.0,32.0,5,32.0
Corsair Dominator Platinum RGB 64 GB,264.99,3600,8.889,16.0,4.0,16.0,4,64.0
Crucial CT2K8G4SFS832A 16 GB,57.19,3200,13.75,22.0,2.0,8.0,4,16.0
TEAMGROUP T-Force Vulcan 32 GB,94.99,5600,12.857,36.0,2.0,16.0,5,32.0
TEAMGROUP Elite Plus 16 GB,45.99,4800,16.667,40.0,1.0,16.0,5,16.0
Kingston FURY Renegade Pro 32 GB,149.99,5600,10.0,28.0,1.0,32.0,5,32.0
G.Skill Trident Z Royal 32 GB,128.22,3200,10.0,16.0,2.0,16.0,4,32.0
Kingston Fury Renegade RGB 32 GB,99.99,3200,10.0,16.0,2.0,16.0,4,32.0
Lexar Ares RGB 16 GB,78.33,4000,9.0,18.0,2.0,8.0,4,16.0
Kingston FURY Beast RGB 32 GB,118.18,5600,12.857,36.0,1.0,32.0,5,32.0
TEAMGROUP T-Force Vulcan alpha 32 GB,94.99,6000,12.667,38.0,2.0,16.0,5,32.0
Patriot Viper Venom RGB 64 GB,187.99,5600,14.286,40.0,2.0,32.0,5,64.0
Kingston FURY Beast 16 GB,45.0,2666,12.003,16.0,1.0,16.0,4,16.0
Corsair ValueSelect 32 GB,79.98,2666,13.503,18.0,1.0,32.0,4,32.0
G.Skill Ripjaws 32 GB,79.76,2133,14.065,15.0,4.0,8.0,4,32.0
G.Skill Ripjaws V 8 GB,34.99,3200,10.0,16.0,2.0,4.0,4,8.0
Thermaltake TOUGHRAM RGB 16 GB,129.99,3200,10.0,16.0,2.0,8.0,4,16.0
Kingston Fury Renegade RGB 64 GB,299.85,3600,8.889,16.0,4.0,16.0,4,64.0
Corsair Dominator Platinum RGB 32 GB,174.99,6200,11.613,36.0,2.0,16.0,5,32.0
TEAMGROUP T-Force Vulcan Z 8 GB,26.85,3600,10.0,18.0,1.0,8.0,4,8.0
Corsair Dominator Platinum RGB 16 GB,72.0,3200,10.0,16.0,2.0,8.0,4,16.0
Kingston ValueRAM 32 GB,111.42,5600,16.429,46.0,1.0,32.0,5,32.0
Crucial CT2K32G56C46S5 64 GB,209.99,5600,16.429,46.0,2.0,32.0,5,64.0
Kingston FURY Impact 32 GB,75.98,3200,12.5,20.0,2.0,16.0,4,32.0
Mushkin Redline 32 GB,126.21,3200,8.75,14.0,2.0,16.0,4,32.0
Crucial CT32G56C46S5 32 GB,100.99,5600,16.429,46.0,1.0,32.0,5,32.0
Crucial CT16G56C46S5 16 GB,54.74,5600,16.429,46.0,1.0,16.0,5,16.0
Mushkin Redline Lumina 32 GB,154.99,4133,9.194,19.0,2.0,16.0,4,32.0
Corsair Dominator Platinum RGB 32 GB,164.99,5600,12.857,36.0,2.0,16.0,5,32.0
G.Skill Trident Z Neo 64 GB,541.04,3600,8.889,16.0,4.0,16.0,4,64.0
TEAMGROUP T-Force Delta RGB 64 GB,134.99,3200,10.0,16.0,2.0,32.0,4,64.0
Patriot Viper Venom RGB 32 GB,122.99,7000,11.429,40.0,2.0,16.0,5,32.0
Lexar Ares RGB 16 GB,78.9,3866,9.312,18.0,2.0,8.0,4,16.0
Patriot Viper Venom RGB 32 GB,112.99,6400,12.5,40.0,2.0,16.0,5,32.0
G.Skill NS 16 GB,39.47,2400,12.5,15.0,2.0,8.0,4,16.0
Corsair Vengeance RGB Pro 32 GB,823.96,4266,8.908,19.0,4.0,8.0,4,32.0
Patriot Viper Xtreme 5 RGB 48 GB,237.99,7600,9.474,36.0,2.0,24.0,5,48.0
Kingston FURY Renegade Pro 16 GB,79.99,4800,15.0,36.0,1.0,16.0,5,16.0
G.Skill Ripjaws V 64 GB,929.17,3600,7.778,14.0,4.0,16.0,4,64.0
Corsair Dominator Platinum RGB 64 GB,224.99,5600,14.286,40.0,2.0,32.0,5,64.0
Corsair Vengeance RGB Pro 32 GB,564.26,3200,8.75,14.0,4.0,8.0,4,32.0
Kingston FURY Renegade 16 GB,172.7,8000,9.5,38.0,1.0,16.0,5,16.0
Kingston FURY Beast RGB 16 GB,77.64,5600,14.286,40.0,1.0,16.0,5,16.0
PNY XLR8 Gaming EPIC-X RGB 16 GB,142.99,3600,10.0,18.0,2.0,8.0,4,16.0
Patriot Viper Venom RGB 32 GB,134.99,7200,11.111,40.0,2.0,16.0,5,32.0
Mushkin Enhanced Essentials 16 GB,49.92,3200,13.75,22.0,2.0,8.0,4,16.0
Mushkin Redline Lumina 64 GB,171.43,3600,8.889,16.0,2.0,32.0,4,64.0
G.Skill Trident Z5 RGB 32 GB,112.99,6000,10.667,32.0,2.0,16.0,5,32.0
Silicon Power XPOWER Zenith RGB Gaming 64 GB,184.99,6000,10.0,30.0,2.0,32.0,5,64.0
Corsair Vengeance RGB Pro SL 16 GB,64.98,3600,10.0,18.0,2.0,8.0,4,16.0
Kingston FURY Impact 16 GB,71.98,6000,12.667,38.0,1.0,16.0,5,16.0
Kingston KVR21R15D4/16 16 GB,29.0,2133,14.065,15.0,1.0,16.0,4,16.0
G.Skill Trident Z5 32 GB,112.99,6000,12.0,36.0,2.0,16.0,5,32.0
Mushkin Redline Lumina 16 GB,85.5,3600,7.778,14.0,2.0,8.0,4,16.0
Mushkin Enhanced Redline Stiletto 64 GB,125.99,3200,10.0,16.0,2.0,32.0,4,64.0
G.Skill F4-3200C16D-32GTZ 32 GB,67.7,3200,10.0,16.0,2.0,16.0,4,32.0
G.Skill Trident Z RGB 16 GB,99.99,4000,8.0,16.0,2.0,8.0,4,16.0
TEAMGROUP Elite 64 GB,160.99,4800,16.667,40.0,2.0,32.0,5,64.0
Thermaltake TOUGHRAM 16 GB,141.99,3600,10.0,18.0,2.0,8.0,4,16.0
G.Skill Trident Z RGB 32 GB,1089.08,4000,7.5,15.0,4.0,8.0,4,32.0
Corsair Vengeance RGB RT 16 GB,64.0,3200,10.0,16.0,2.0,8.0,4,16.0
Kingston FURY Renegade 16 GB,59.95,3200,10.0,16.0,1.0,16.0,4,16.0
Corsair Vengeance LPX 16 GB,59.93,2400,11.667,14.0,2.0,8.0,4,16.0
Corsair Vengeance LPX 64 GB,497.64,3333,9.601,16.0,4.0,16.0,4,64.0
G.Skill Ripjaws 16 GB,62.48,2666,11.253,15.0,4.0,4.0,4,16.0
Kingston ValueRAM 16 GB,57.98,2400,14.167,17.0,1.0,16.0,4,16.0
Kingston Fury Renegade RGB 16 GB,96.45,6400,10.0,32.0,1.0,16.0,5,16.0
Kingston FURY Renegade 16 GB,137.44,7600,10.0,38.0,1.0,16.0,5,16.0
TEAMGROUP T-Create Expert 32 GB,251.02,3600,7.778,14.0,2.0,16.0,4,32.0
Kingston FURY Impact 16 GB,62.98,5600,14.286,40.0,1.0,16.0,5,16.0
G.Skill Trident Z 32 GB,111.99,6000,12.0,36.0,2.0,16.0,5,32.0
G.Skill Trident Z Royal 32 GB,131.25,3600,10.0,18.0,2.0,16.0,4,32.0
Mushkin Enhanced Redline Stiletto 64 GB,134.99,3600,10.0,18.0,2.0,32.0,4,64.0
Kingston FURY Renegade 32 GB,139.98,6400,10.0,32.0,1.0,32.0,5,32.0
G.Skill Ripjaws V 16 GB,144.99,4400,7.273,16.0,2.0,8.0,4,16.0
TEAMGROUP T-Create Classic 16 GB,46.99,5600,16.429,46.0,1.0,16.0,5,16.0
G.Skill Ripjaws 32 GB,86.82,2400,12.5,15.0,4.0,8.0,4,32.0
Corsair Vengeance RGB RS 64 GB,257.27,3200,10.0,16.0,4.0,16.0,4,64.0
Mushkin Redline 16 GB,59.6,3200,8.75,14.0,2.0,8.0,4,16.0
G.Skill Trident Z Royal 32 GB,274.14,4000,8.5,17.0,4.0,8.0,4,32.0
Corsair Vengeance RGB Pro 32 GB,298.87,4000,9.0,18.0,2.0,16.0,4,32.0
Kingston FURY Renegade 64 GB,159.99,3200,10.0,16.0,2.0,32.0,4,64.0
Crucial CT2K8G52C42S5 16 GB,55.99,5200,16.154,42.0,2.0,8.0,5,16.0
G.Skill Ripjaws V 16 GB,63.99,3200,9.375,15.0,2.0,8.0,4,16.0
Corsair Vengeance RGB Pro 16 GB,59.99,2933,10.91,16.0,2.0,8.0,4,16.0
G.Skill Aegis 16 GB,85.0,2400,12.5,15.0,2.0,8.0,4,16.0
Corsair Vengeance LPX 32 GB,283.24,3200,10.0,16.0,2.0,16.0,4,32.0
TEAMGROUP T-Force Xtreem ARGB 16 GB,85.0,4000,9.0,18.0,2.0,8.0,4,16.0
Kingston ValueRAM 8 GB,26.24,2666,14.254,19.0,1.0,8.0,4,8.0
TEAMGROUP T-Force Delta RGB 16 GB,149.99,3600,10.0,18.0,1.0,16.0,4,16.0
Corsair WS 64 GB,459.99,6400,10.0,32.0,4.0,16.0,5,64.0
Kingston Fury Renegade RGB 24 GB,173.9,7200,10.556,38.0,1.0,24.0,5,24.0
Timetec PINNACLE Konduit 8 GB,21.99,3200,10.0,16.0,1.0,8.0,4,8.0
TEAMGROUP Elite 32 GB,82.99,4800,16.667,40.0,2.0,16.0,5,32.0
TEAMGROUP T-Create Classic 32 GB,93.99,5600,16.429,46.0,2.0,16.0,5,32.0
G.Skill Trident Z Royal 64 GB,282.81,3600,8.889,16.0,4.0,16.0,4,64.0
Patriot Viper Venom RGB 64 GB,182.99,5200,15.385,40.0,2.0,32.0,5,64.0
G.Skill Trident Z5 RGB 32 GB,115.99,5600,10.714,30.0,2.0,16.0,5,32.0
Kingston FURY Beast 64 GB,188.0,3600,10.0,18.0,4.0,16.0,4,64.0
G.Skill Ripjaws S5 64 GB,186.99,5200,13.846,36.0,2.0,32.0,5,64.0
G.Skill Trident Z5 RGB 32 GB,195.05,5600,10.714,30.0,2.0,16.0,5,32.0
ADATA XPG LANCER RGB 32 GB,125.79,6800,10.0,34.0,2.0,16.0,5,32.0
Crucial CT2K16G4DFD8213 32 GB,104.0,2133,14.065,15.0,2.0,16.0,4,32.0
Samsung M471A4G43MB1 32 GB,90.95,2666,14.254,19.0,1.0,32.0,4,32.0
Corsair Vengeance LPX 64 GB,315.0,2666,12.003,16.0,4.0,16.0,4,64.0
G.Skill Trident Z RGB 16 GB,63.67,3600,10.556,19.0,2.0,8.0,4,16.0
TEAMGROUP T-Force Vulcan Z 16 GB,44.88,2666,13.503,18.0,2.0,8.0,4,16.0
Mushkin Redline Lumina 64 GB,206.99,3600,10.0,18.0,2.0,32.0,4,64.0
Kingston HyperX Fury 64 GB,449.0,3466,9.81,17.0,2.0,32.0,4,64.0
Silicon Power SU032GBSFU320F22AF 32 GB,54.99,3200,13.75,22.0,2.0,16.0,4,32.0
Crucial CT2K32G48C40S5 64 GB,170.57,4800,16.667,40.0,2.0,32.0,5,64.0
G.Skill Trident Z Royal 16 GB,154.99,3600,7.778,14.0,2.0,8.0,4,16.0
Mushkin Redline Lumina White 64 GB,216.98,6000,10.0,30.0,2.0,32.0,5,64.0
Corsair Vengeance RGB Pro 16 GB,149.35,4000,8.0,16.0,2.0,8.0,4,16.0
G.Skill Trident Z Royal 64 GB,214.99,3600,8.889,16.0,2.0,32.0,4,64.0
G.Skill Trident Z Royal 64 GB,209.99,3600,8.889,16.0,2.0,32.0,4,64.0
Corsair Dominator Platinum RGB 64 GB,264.99,3600,8.889,16.0,4.0,16.0,4,64.0
Patriot Viper 4 32 GB,119.57,3200,10.0,16.0,2.0,16.0,4,32.0
G.Skill Trident Z5 RGB 32 GB,117.99,5600,10.714,30.0,2.0,16.0,5,32.0
Crucial CT2K16G4DFD832A 32 GB,69.98,3200,13.75,22.0,2.0,16.0,4,32.0
OLOy WarHawk RGB 64 GB,134.99,3200,10.0,16.0,2.0,32.0,4,64.0
Kingston FURY Renegade 16 GB,345.98,4800,7.917,19.0,2.0,8.0,4,16.0
Kingston FURY Renegade 48 GB,279.99,7200,10.556,38.0,2.0,24.0,5,48.0
Kingston FURY Renegade Pro 32 GB,152.44,4800,15.0,36.0,1.0,32.0,5,32.0
Crucial CT16G4WFD8266 16 GB,84.99,2666,14.254,19.0,1.0,16.0,4,16.0
Corsair Dominator Platinum RGB 32 GB,109.99,3200,10.0,16.0,2.0,16.0,4,32.0
Corsair Dominator Platinum RGB 16 GB,84.99,3600,10.0,18.0,2.0,8.0,4,16.0
Corsair Vengeance RGB RT 16 GB,62.57,3200,10.0,16.0,2.0,8.0,4,16.0
Kingston FURY Beast RGB 32 GB,115.63,4800,15.833,38.0,1.0,32.0,5,32.0
Kingston FURY Beast RGB 32 GB,122.55,5600,14.286,40.0,1.0,32.0,5,32.0
Kingston FURY Beast 16 GB,53.59,3733,10.179,19.0,1.0,16.0,4,16.0
G.Skill Ripjaws S5 64 GB,196.99,5600,12.857,36.0,2.0,32.0,5,64.0
TEAMGROUP T-Create Expert 32 GB,311.24,3200,8.75,14.0,2.0,16.0,4,32.0
ADATA XPG GAMMIX D10 16 GB,58.32,3200,10.0,16.0,1.0,16.0,4,16.0
G.Skill Ripjaws 16 GB,59.0,2400,12.5,15.0,4.0,4.0,4,16.0
G.Skill NT 16 GB,42.68,2400,12.5,15.0,2.0,8.0,4,16.0
Samsung M391A2K43BB1-CRC 16 GB,69.98,2400,14.167,17.0,1.0,16.0,4,16.0
Crucial CT2K8G4RFS424A 16 GB,119.99,2400,14.167,17.0,2.0,8.0,4,16.0
Corsair Dominator Platinum RGB 16 GB,114.99,4000,9.0,18.0,2.0,8.0,4,16.0
TEAMGROUP T-Force DELTAα RGB 32 GB,99.99,5600,14.286,40.0,2.0,16.0,5,32.0
Kingston Fury Renegade RGB 16 GB,177.81,8000,9.5,38.0,1.0,16.0,5,16.0
Crucial CT8G4VFS4213 8 GB,28.99,2133,14.065,15.0,1.0,8.0,4,8.0
G.Skill Ripjaws V 16 GB,164.95,2666,11.253,15.0,2.0,8.0,4,16.0
Crucial CT4K8G4DFS8266 32 GB,119.99,2666,14.254,19.0,4.0,8.0,4,32.0
Kingston HyperX Fury 16 GB,118.33,2400,12.5,15.0,2.0,8.0,4,16.0
Crucial CT32G4LFD424A 32 GB,72.98,2400,14.167,17.0,1.0,32.0,4,32.0
Crucial CT32G4RFD4293 32 GB,87.99,2933,14.32,21.0,1.0,32.0,4,32.0
Silicon Power SP064GBSVU560F22 64 GB,174.99,5600,16.429,46.0,2.0,32.0,5,64.0
Kingston FURY Impact 32 GB,112.0,5600,14.286,40.0,1.0,32.0,5,32.0
Crucial CT2K24G56C46S5 48 GB,148.99,5600,16.429,46.0,2.0,24.0,5,48.0
G.Skill Trident Z RGB 32 GB,299.0,4000,9.5,19.0,2.0,16.0,4,32.0
Mushkin Redline Lumina 64 GB,129.99,3600,10.0,18.0,2.0,32.0,4,64.0
Crucial CT2K16G4RFS4266 32 GB,99.99,2666,14.254,19.0,2.0,16.0,4,32.0
Kingston Fury Renegade RGB 16 GB,68.0,3600,8.889,16.0,1.0,16.0,4,16.0
Mushkin Enhanced Redline Stiletto 16 GB,54.99,4133,9.194,19.0,2.0,8.0,4,16.0
G.Skill Trident Z Neo 16 GB,149.0,3200,8.75,14.0,2.0,8.0,4,16.0
Mushkin Redline Lumina 32 GB,150.18,3600,8.889,16.0,2.0,16.0,4,32.0
G.Skill Sniper X 16 GB,48.51,3200,10.0,16.0,2.0,8.0,4,16.0
Timetec PINNACLE Konduit 16 GB,38.55,3200,10.0,16.0,1.0,16.0,4,16.0
G.Skill Flare X5 48 GB,240.63,5600,14.286,40.0,2.0,24.0,5,48.0
Kingston Fury Renegade RGB 24 GB,127.05,6400,10.0,32.0,1.0,24.0,5,24.0
G.Skill Ripjaws 4 16 GB,46.16,2400,12.5,15.0,2.0,8.0,4,16.0
G.Skill Trident Z Royal 32 GB,1768.91,3200,8.75,14.0,4.0,8.0,4,32.0
G.Skill Trident Z Royal 16 GB,98.91,4000,9.0,18.0,2.0,8.0,4,16.0
Kingston FURY Renegade 64 GB,219.99,3600,10.0,18.0,2.0,32.0,4,64.0
Kingston FURY Renegade 16 GB,133.99,6000,10.667,32.0,1.0,16.0,5,16.0
Crucial CT8G56C46S5 8 GB,30.98,5600,16.429,46.0,1.0,8.0,5,8.0
Kingston FURY Renegade Pro 32 GB,229.99,6800,10.0,34.0,1.0,32.0,5,32.0
G.Skill Trident Z5 RGB 32 GB,133.9,5600,14.286,40.0,2.0,16.0,5,32.0
Kingston FURY Beast 64 GB,158.87,2666,12.003,16.0,2.0,32.0,4,64.0
Corsair Vengeance RGB Pro SL 16 GB,99.99,4000,9.0,18.0,2.0,8.0,4,16.0
Mushkin Enhanced Redline Stiletto 16 GB,52.99,4000,9.0,18.0,2.0,8.0,4,16.0
G.Skill Ripjaws 64 GB,122.99,3200,13.75,22.0,2.0,32.0,4,64.0
Mushkin Essentials 32 GB,92.99,2133,14.065,15.0,2.0,16.0,4,32.0
Mushkin Redline 32 GB,130.29,4133,9.194,19.0,2.0,16.0,4,32.0
Crucial CT8G52C42S5 8 GB,32.98,5200,16.154,42.0,1.0,8.0,5,8.0
G.Skill Trident Z RGB 32 GB,114.99,3200,10.0,16.0,4.0,8.0,4,32.0
Corsair Vengeance RGB Pro 32 GB,169.9,4000,9.0,18.0,2.0,16.0,4,32.0
G.Skill Trident Z Royal Elite 32 GB,359.99,3600,7.778,14.0,4.0,8.0,4,32.0
Corsair Vengeance RGB RT 64 GB,149.99,3200,10.0,16.0,2.0,32.0,4,64.0
G.Skill Trident Z Royal 16 GB,158.19,4400,7.273,16.0,2.0,8.0,4,16.0
G.Skill Trident Z RGB (For AMD) 64 GB,189.22,2400,12.5,15.0,4.0,16.0,4,64.0
Kingston FURY Renegade 32 GB,184.99,6800,10.588,36.0,2.0,16.0,5,32.0
Timetec PINNACLE Konduit 32 GB,78.55,3200,10.0,16.0,1.0,32.0,4,32.0
Lexar LD4AS016G-B3200GSST 16 GB,36.99,3200,13.75,22.0,1.0,16.0,4,16.0
G.Skill Ripjaws 4 64 GB,169.47,2133,14.065,15.0,8.0,8.0,4,64.0
Samsung M393A4K40CB1-CRC 32 GB,51.9,2400,14.167,17.0,1.0,32.0,4,32.0
Crucial CT2K16G4DFD8266 32 GB,99.5,2666,14.254,19.0,2.0,16.0,4,32.0
G.Skill Trident Z Royal 64 GB,169.99,3600,10.0,18.0,2.0,32.0,4,64.0
G.Skill Trident Z 32 GB,189.0,3200,10.0,16.0,2.0,16.0,4,32.0
G.Skill Ripjaws S5 64 GB,194.99,5600,10.714,30.0,2.0,32.0,5,64.0
G.Skill Trident Z 32 GB,117.99,5600,12.857,36.0,2.0,16.0,5,32.0
Kingston FURY Renegade Pro 16 GB,92.99,6000,10.667,32.0,1.0,16.0,5,16.0
